skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score
4,4,5,3,2,2,5,5,2,1,1,0,1,0,1,0.5304944869294175,6,3.3,9,3,1.704,1.671,91.96
2,3,5,2,2,4,5,3,2,2,1,1,0,1,1,0.31897452080819916,6,3.0,10,4,0.906,1.065,97.12
0,3,5,1,1,2,2,4,1,1,0,1,1,0,1,0.44720872242586795,3,2.0,5,3,2.567,1.327,45.26
5,1,2,4,4,2,5,1,2,2,1,1,1,1,1,0.9213866342874597,5,2.8,8,5,0.944,0.955,100.0
1,5,5,2,1,5,2,2,2,2,0,1,1,0,1,0.48415828488882295,3,2.7,8,3,1.417,0.955,81.57
2,5,5,2,2,4,4,4,1,2,1,1,1,1,1,0.9780823631539746,5,3.1,9,5,0.891,1.485,100.0
4,1,2,4,4,5,3,3,2,2,1,1,1,1,1,0.9345532623365758,5,3.0,9,5,2.304,1.041,94.52
5,4,5,5,4,3,4,3,1,2,1,1,1,1,1,0.9049190494214978,5,3.6,9,5,1.532,0.771,100.0
5,2,1,5,3,2,4,4,2,2,1,1,1,1,1,0.9615297681591612,5,3.0,9,5,1.624,0.084,100.0
4,4,4,5,3,2,5,4,2,1,1,1,0,1,0,0.46787603401428696,6,3.4,9,3,2.288,0.012,98.23
2,5,4,2,2,2,3,5,2,2,1,1,1,1,1,0.7185262056690815,5,2.9,10,5,2.018,1.583,91.98
5,2,2,3,4,5,4,2,2,1,0,1,1,1,1,0.5100561653796674,4,3.0,9,4,0.756,0.335,96.98
0,5,3,2,2,4,1,2,2,2,1,1,1,1,1,0.6254387218520248,5,2.3,8,5,2.002,1.139,82.26
3,1,2,4,3,4,5,1,2,2,0,1,1,1,1,0.44431331501079363,4,2.7,8,4,2.849,1.329,68.98
5,3,4,5,3,2,3,5,2,1,1,1,1,1,1,0.859680509545808,5,3.3,9,5,1.457,0.085,100.0
2,2,1,2,2,5,3,5,2,2,1,1,1,1,1,0.7430539340775456,5,2.6,9,5,2.681,0.869,78.85
1,5,4,2,2,1,1,3,2,2,1,1,0,1,0,0.45155584703483204,3,2.3,7,3,0.45,1.385,65.84
5,5,4,3,2,2,1,4,2,2,0,1,0,1,1,0.6891589450207711,3,3.0,9,3,0.566,0.036,90.31
2,3,4,2,2,4,2,1,1,2,0,1,1,1,1,0.9003074859532791,4,2.3,8,4,2.805,1.789,75.32
2,3,3,1,2,5,2,1,1,2,0,1,0,1,1,0.3462569273822343,3,2.2,7,3,0.821,1.908,68.01
2,1,2,1,2,4,5,2,2,2,1,0,1,0,1,0.41279982797992976,3,2.3,8,3,1.833,0.429,81.71
2,5,5,2,2,3,4,2,2,2,1,1,0,0,0,0.7951036231206836,6,2.9,10,2,2.935,0.024,95.74
2,5,5,2,2,5,4,5,2,2,1,1,1,1,0,0.5477855340118395,6,3.4,10,4,0.985,0.456,100.0
3,3,3,4,3,2,2,1,1,1,0,1,1,1,0,0.6480601342184065,3,2.3,7,3,1.425,1.923,73.73
4,5,5,5,3,2,5,2,2,2,1,1,1,0,1,0.4043720784160083,6,3.5,10,4,2.287,0.913,98.68
4,4,3,3,4,2,5,3,1,2,0,1,1,1,1,0.5889279966899367,4,3.1,9,4,2.172,1.04,99.0
4,2,2,3,2,5,1,2,2,2,1,0,1,1,0,0.4568693367882567,3,2.5,9,3,1.607,1.143,68.25
3,2,2,5,2,4,5,3,2,2,1,1,1,1,1,0.5825568880756672,5,3.0,10,5,0.984,0.142,100.0
5,2,2,4,3,3,2,5,2,2,0,1,1,1,1,0.9359702451312086,6,3.0,10,4,1.066,0.713,96.59
5,5,3,4,2,2,5,1,1,2,1,1,1,0,1,0.5393259411394112,4,3.0,8,4,0.443,0.365,100.0
5,2,1,4,3,2,1,5,0,2,0,1,1,0,1,0.6908886553718663,3,2.5,7,3,2.107,0.221,83.5
1,2,2,2,2,5,4,5,2,2,1,1,1,1,1,0.34939227153588476,5,2.7,9,5,2.579,0.962,77.8
5,4,5,3,3,3,2,2,2,2,1,0,0,1,1,0.4175518417396775,3,3.1,10,3,2.187,0.616,88.09
2,1,1,2,2,2,4,4,2,2,0,1,1,0,1,0.4977995934918389,3,2.2,8,3,2.191,0.041,64.01
4,5,4,5,4,2,5,1,2,2,1,1,1,1,1,0.8430595010045703,6,3.4,9,5,2.972,1.747,100.0
3,5,4,3,4,2,5,2,2,2,1,1,1,1,1,0.6903301896757634,5,3.2,10,5,0.59,0.431,100.0
5,3,4,4,3,1,5,2,1,2,0,0,1,1,1,0.688025903538082,3,3.0,8,3,0.388,0.503,97.71
2,5,4,2,2,5,2,5,2,2,1,1,1,1,1,0.35690677691001027,5,3.1,10,5,0.594,0.131,100.0
3,3,4,5,4,2,4,5,2,2,1,0,1,1,1,0.8719690778729525,6,3.4,10,4,0.721,1.27,99.48
4,5,5,3,4,5,5,5,2,2,1,1,0,1,1,0.6531041721969437,6,4.0,10,4,1.645,0.011,100.0
3,5,5,4,2,2,5,5,2,2,1,1,0,1,1,0.39860477442768216,6,3.5,10,4,2.896,1.332,96.65
5,3,4,3,4,2,5,2,2,2,1,1,0,1,1,0.8870703218259313,4,3.2,10,4,1.782,1.878,100.0
2,5,5,2,2,5,1,2,2,0,1,0,1,0,1,0.6876134496537061,3,2.6,8,3,1.903,0.686,84.5
2,5,4,2,2,2,4,2,1,2,1,0,0,1,1,0.46575969533106454,3,2.6,9,3,2.887,0.317,80.24
3,3,5,5,2,2,4,2,2,0,1,1,1,1,1,0.6423163919073152,5,2.8,9,5,2.53,0.152,100.0
2,4,4,2,2,3,2,5,2,2,0,1,1,1,1,0.7414167933402231,4,2.8,10,4,0.177,1.42,87.29
5,2,2,5,3,2,3,3,2,2,1,1,1,1,0,0.5483010517506751,4,2.9,10,4,1.737,1.759,80.02
5,2,1,3,4,0,3,2,1,2,0,0,1,1,1,0.9145379043451993,3,2.3,7,3,1.483,1.278,69.33
2,3,4,1,2,4,1,4,2,2,1,1,0,1,1,0.9863710597097368,4,2.5,8,4,2.485,1.401,80.0
2,5,3,2,2,2,4,3,2,1,1,0,1,1,1,0.667914766857395,4,2.6,9,4,2.58,0.055,82.38
4,5,4,3,4,2,2,3,2,2,0,1,1,1,0,0.5111754082412379,3,3.1,10,3,1.712,0.184,84.88
4,1,2,4,3,5,3,3,2,2,1,1,1,1,1,0.31432145177837106,5,2.9,9,5,2.432,1.66,82.86
2,5,3,2,2,5,2,1,2,2,0,1,1,1,0,0.7575835567877713,3,2.6,9,3,1.068,0.607,86.92
5,2,1,3,3,3,3,5,2,2,1,1,1,1,1,0.9887361860168093,6,2.9,9,5,0.837,0.892,96.28
5,2,2,5,4,1,5,3,2,2,1,1,1,1,1,0.9635335021831422,6,3.1,9,5,0.726,1.778,94.24
5,4,5,3,2,3,5,5,2,2,1,1,1,1,1,0.6672763779699857,5,3.6,10,5,1.472,0.216,100.0
2,4,4,2,2,3,2,5,2,2,1,1,0,1,1,0.8060997505738501,6,2.8,10,4,1.276,0.597,100.0
5,1,2,3,3,5,2,2,2,1,1,1,1,1,1,0.8553772855309796,5,2.6,8,5,1.887,1.152,94.69
2,4,5,1,2,5,5,4,1,2,1,1,1,1,1,0.780461265265591,5,3.1,8,5,0.647,1.388,100.0
4,5,3,3,2,5,1,2,2,2,0,1,1,1,0,0.494068695644257,6,2.9,9,3,0.933,1.037,99.55
5,4,3,5,2,4,1,1,2,2,0,1,1,1,1,0.513207369726961,4,2.9,8,4,0.992,1.815,92.87
4,5,4,3,2,4,5,4,2,2,1,1,1,1,1,0.8910568288970846,6,3.5,10,5,1.32,0.122,100.0
2,2,1,2,2,3,4,5,2,1,1,1,0,1,0,0.878573979210288,3,2.4,8,3,0.816,1.874,82.95
2,1,1,1,1,2,5,4,2,2,0,1,0,1,1,0.9472640178798308,3,2.1,6,3,2.658,0.968,68.21
3,1,2,3,4,5,2,3,2,1,0,1,1,1,1,0.6172169462902676,4,2.6,8,4,0.785,0.293,78.96
4,5,4,4,3,2,4,3,2,2,0,1,1,0,1,0.6204887734094412,6,3.3,10,3,1.661,0.864,97.93
1,4,3,1,2,2,3,3,2,2,0,1,1,0,1,0.5367994427301577,3,2.3,8,3,2.353,1.039,70.56
5,3,4,5,4,5,2,2,2,2,1,1,1,1,0,0.3409537856756946,6,3.4,10,4,1.361,0.719,99.27
5,5,4,3,4,3,2,4,2,2,1,1,1,1,1,0.3448046982007254,5,3.4,10,5,2.815,1.677,90.99
4,4,5,4,2,4,5,2,1,2,1,1,1,1,1,0.48693710121636424,5,3.3,9,5,2.823,0.553,100.0
2,3,4,2,2,4,2,5,2,2,1,1,0,1,0,0.9671086430766289,6,2.8,10,3,2.103,1.621,83.7
2,3,4,2,2,5,5,5,2,2,1,0,1,0,0,0.9806368867000979,6,3.2,10,2,2.758,0.508,91.71
4,3,4,4,3,3,5,5,2,2,0,1,1,1,0,0.7770615530677927,6,3.5,10,3,0.191,1.819,99.11
3,3,4,4,4,2,4,2,2,2,1,0,1,1,0,0.49533445968323,3,3.0,10,3,0.284,0.185,95.98
2,0,2,2,2,4,2,4,1,2,1,0,1,1,0,0.9268363420037156,3,2.1,8,3,2.008,1.068,66.43
3,2,2,4,3,4,4,5,2,2,0,1,1,1,1,0.5799944236828213,6,3.1,10,4,2.74,1.859,89.45
2,3,5,1,2,4,2,5,2,2,1,1,1,1,1,0.7565444177633669,6,2.8,9,5,1.196,0.72,98.31
2,5,5,2,2,4,5,2,1,2,0,1,1,1,1,0.41450198310979836,6,3.0,9,4,0.527,1.289,100.0
2,4,5,2,2,3,5,2,1,2,1,1,1,1,1,0.9969909224029312,5,2.8,9,5,1.348,0.233,100.0
1,5,3,2,0,1,3,2,1,2,0,0,1,1,1,0.7466537454840273,3,2.0,6,3,0.373,1.628,71.24
4,5,5,4,2,2,2,3,2,2,1,1,1,1,1,0.8457541617025917,5,3.1,10,5,1.776,0.809,100.0
1,2,2,2,1,5,4,1,1,2,1,1,0,1,0,0.5882605179558635,3,2.1,6,3,2.479,1.785,64.0
1,4,4,1,2,1,2,4,1,0,1,0,1,1,0,0.496804504464694,3,2.0,5,3,1.145,0.139,71.24
4,3,5,5,4,1,4,2,2,2,1,1,0,1,1,0.47322200683853344,4,3.2,9,4,1.75,0.977,89.81
2,4,5,2,2,4,1,4,2,2,0,1,1,1,1,0.8927664822840606,6,2.8,9,4,0.754,1.809,86.07
5,4,3,5,3,5,4,2,1,2,1,1,1,1,1,0.4699365535372681,5,3.4,9,5,0.439,1.683,100.0
4,5,5,5,3,2,2,3,2,2,1,1,1,1,1,0.4428377799453559,5,3.3,10,5,1.739,0.628,100.0
2,2,1,2,2,5,5,4,2,2,1,1,1,1,1,0.669421940434364,5,2.7,9,5,0.573,1.787,95.67
5,5,5,3,4,2,3,3,2,2,1,1,1,0,1,0.7014398020976067,6,3.4,10,4,2.787,1.139,100.0
2,3,3,1,1,2,4,4,2,2,1,1,0,0,1,0.44506105126718326,3,2.4,8,3,1.83,1.515,70.72
4,4,5,5,3,3,2,4,2,2,1,1,1,1,1,0.4777885517154359,5,3.4,10,5,2.137,1.297,98.49
4,3,5,4,3,5,5,2,2,2,1,0,1,1,1,0.6095414483165063,6,3.5,10,4,1.386,1.993,100.0
4,5,3,4,3,2,1,2,2,2,0,0,1,1,1,0.569150529496943,3,2.8,9,3,1.835,1.447,76.38
5,4,4,5,2,2,2,3,2,1,1,1,1,0,1,0.5933827986239572,4,3.0,9,4,2.504,1.052,85.76
2,5,3,2,2,3,5,2,2,2,1,1,0,1,1,0.5992049428120311,4,2.8,10,4,1.671,0.062,97.69
2,2,1,2,2,5,5,2,2,2,1,0,1,0,1,0.7927991065298992,6,2.5,9,3,0.93,1.934,78.84
4,2,2,5,3,1,2,3,2,1,0,0,1,1,1,0.9671078772978676,3,2.5,8,3,0.034,1.379,74.08
5,1,1,4,2,5,4,2,2,1,1,1,0,0,1,0.36403449947705663,3,2.7,7,3,0.416,0.587,84.16
4,5,4,3,4,2,2,5,2,2,1,0,1,1,1,0.9748490398041239,6,3.3,10,4,1.624,0.077,100.0
4,2,1,5,4,2,5,2,2,2,1,1,0,1,0,0.7110866611556926,3,2.9,9,3,1.215,1.895,89.94
1,5,3,2,2,5,3,2,1,2,0,1,0,1,1,0.7627853242276195,3,2.6,8,3,0.655,0.467,97.84
5,2,2,5,4,3,4,5,1,2,1,1,1,0,1,0.9506869863603353,4,3.3,9,4,2.88,0.028,95.16
2,2,2,1,2,2,2,5,2,1,0,1,1,0,1,0.5613943493640045,3,2.1,8,3,2.03,1.112,63.18
4,1,2,3,3,3,5,2,1,1,1,0,1,0,1,0.5870830608423803,3,2.5,7,3,1.29,0.227,80.63
4,4,5,5,3,3,2,2,2,2,0,1,1,1,1,0.8245936897601724,4,3.2,10,4,2.586,1.967,96.63
2,5,4,2,1,2,5,5,2,2,1,1,1,1,1,0.9529359875379957,5,3.0,9,5,0.238,1.912,100.0
2,4,3,2,2,2,3,5,2,2,1,1,1,1,1,0.48020148661053863,5,2.7,10,5,1.927,0.838,91.59
3,1,2,3,4,5,5,4,2,2,1,0,1,1,1,0.6092387469789358,6,3.1,9,4,1.732,1.408,86.82
2,1,2,2,2,4,5,2,2,1,1,1,1,0,1,0.30684123665054397,4,2.3,8,4,1.389,0.387,79.22
5,4,3,3,2,2,4,2,2,2,0,0,1,1,1,0.8204121810065841,3,2.9,10,3,1.429,0.428,98.86
2,5,4,2,2,5,2,2,2,1,1,1,1,1,1,0.7177964121034086,5,2.7,9,5,2.84,0.291,94.93
5,4,5,3,2,2,5,2,1,2,1,1,1,1,1,0.5055605708327604,5,3.1,9,5,0.551,0.003,100.0
2,2,2,2,2,3,5,4,2,2,1,1,1,1,1,0.33027984681349004,5,2.6,10,5,0.479,0.201,94.71
2,5,4,1,2,1,5,2,2,2,0,1,1,1,1,0.9387772346231873,4,2.6,8,4,0.352,1.82,96.53
1,4,3,2,2,1,2,3,0,2,1,1,1,0,1,0.41908479142376875,4,2.0,7,4,2.718,0.908,63.4
2,5,5,2,1,5,1,3,2,2,1,0,1,1,1,0.9681399643488171,4,2.8,8,4,0.441,0.641,99.87
2,5,4,2,2,2,3,5,2,2,1,1,0,1,1,0.43886704015075517,6,2.9,10,4,0.067,1.333,91.05
3,2,2,5,2,4,1,5,0,2,1,1,1,0,1,0.49163855707286874,4,2.6,8,4,0.505,1.067,79.59
5,4,3,4,4,2,5,5,2,2,0,1,1,1,1,0.31606712868484427,6,3.6,10,4,1.526,1.473,96.27
4,5,4,4,4,2,2,1,2,1,1,1,1,1,1,0.6375086904546492,5,2.9,8,5,0.886,1.193,93.1
2,3,5,2,2,4,5,2,2,2,1,1,1,1,1,0.5037660237780436,5,2.9,10,5,1.393,0.433,100.0
2,4,3,2,0,4,4,5,2,2,1,1,1,1,0,0.949208295046795,4,2.8,9,4,2.37,0.879,95.41
0,5,5,2,2,3,3,2,1,2,0,1,1,1,0,0.683944567042186,3,2.5,8,3,1.566,1.384,80.99
5,2,2,4,4,0,4,4,2,1,1,0,1,0,1,0.5962978292462852,3,2.8,8,3,2.181,0.63,72.2
5,2,2,3,4,5,4,4,2,2,1,0,1,1,1,0.44769862493890067,4,3.3,10,4,2.884,0.026,98.96
4,2,2,4,2,5,1,1,2,1,1,0,1,0,1,0.4041258730334965,3,2.4,7,3,0.087,0.65,78.59
3,2,2,5,4,1,2,5,2,2,1,1,1,1,1,0.806996078146692,5,2.8,9,5,2.066,0.079,75.04
2,4,5,2,1,3,5,4,2,1,0,1,1,1,1,0.8510557842867836,6,2.9,8,4,1.822,0.874,93.09
5,2,2,3,2,5,3,3,1,2,1,0,1,1,1,0.3208624422237106,4,2.8,9,4,1.044,0.865,98.94
5,1,2,3,4,5,5,4,2,2,1,1,1,0,1,0.3042016311655749,6,3.3,9,4,2.332,0.723,93.97
3,5,5,4,2,5,4,1,1,2,1,1,1,1,1,0.7895926356984246,5,3.2,8,5,2.301,0.486,100.0
5,3,4,4,4,3,5,2,2,2,1,0,1,0,1,0.7270900997605387,6,3.4,10,3,2.315,1.364,100.0
2,4,3,2,1,4,5,2,2,2,1,1,1,1,1,0.8572758400668417,5,2.7,9,5,2.142,1.055,100.0
4,3,3,3,3,3,5,5,2,2,0,1,1,1,1,0.9704178068425526,6,3.3,10,4,2.099,1.304,95.71
2,3,4,2,2,0,0,3,2,1,1,0,1,0,1,0.9455178091952705,3,1.9,7,3,1.122,0.47,67.67
3,2,2,5,4,4,2,3,2,1,1,1,0,0,1,0.8011499845396644,3,2.8,9,3,0.511,0.274,89.54
5,2,2,4,4,5,5,2,2,2,1,1,1,1,1,0.5022040749080605,5,3.3,10,5,0.669,0.777,100.0
4,2,2,4,3,4,1,5,2,2,1,1,1,1,1,0.9707399848132587,5,2.9,9,5,1.769,1.325,95.42
4,4,5,4,3,2,2,2,1,1,1,0,0,1,1,0.9910715397888195,3,2.8,8,3,2.325,1.253,93.29
5,4,4,4,4,1,3,5,2,2,0,1,1,1,1,0.407560205801408,6,3.4,9,4,1.651,0.544,99.32
2,4,3,2,2,4,5,3,2,1,1,1,1,1,1,0.4144881085586295,5,2.8,9,5,0.123,1.799,97.28
3,5,4,5,3,3,5,1,2,2,1,1,1,1,1,0.5570433902937334,6,3.3,9,5,2.37,1.875,98.77
5,5,3,3,3,3,2,4,2,2,1,1,1,1,1,0.7487541355283811,5,3.2,10,5,2.532,0.019,100.0
1,5,5,2,2,3,4,5,1,2,1,1,0,1,1,0.3468772244419776,6,3.0,8,4,0.312,0.521,91.8
5,1,2,5,4,2,5,2,1,2,0,1,1,1,1,0.8010577390727733,4,2.9,8,4,0.756,1.535,89.17
4,4,4,3,4,4,3,2,2,2,1,1,1,1,1,0.4032061321020764,5,3.2,10,5,2.431,1.66,98.6
4,4,4,3,4,1,2,1,2,2,0,1,1,0,1,0.5349905987968515,3,2.7,8,3,1.524,1.561,83.04
4,2,2,5,2,4,2,2,2,2,1,1,0,1,0,0.7392923487627836,3,2.7,10,3,1.453,0.6,87.53
2,5,4,2,2,5,3,2,2,1,1,1,1,1,1,0.5387413239514867,5,2.8,9,5,2.17,0.187,97.29
5,2,2,5,4,5,3,2,2,2,1,1,1,0,1,0.602206485594538,4,3.2,10,4,1.313,1.951,91.58
2,2,2,2,2,5,3,4,2,2,1,1,1,1,1,0.38611862538290204,5,2.6,10,5,0.278,0.126,100.0
4,4,3,4,4,2,5,4,2,2,1,1,1,1,0,0.37785946529081843,6,3.4,10,4,0.665,0.049,100.0
4,2,2,5,4,4,4,3,2,2,1,1,0,1,1,0.8533466349554117,6,3.2,10,4,0.132,0.169,100.0
2,4,4,1,2,5,4,5,2,2,0,1,1,1,1,0.7308368192004602,6,3.1,9,4,1.478,1.558,99.72
3,3,3,3,2,2,4,1,2,2,0,1,0,1,1,0.47615640308099483,3,2.5,9,3,2.48,0.812,80.35
5,3,4,5,4,4,2,5,2,2,1,1,1,1,1,0.5177790452185,5,3.6,10,5,0.746,0.837,100.0
5,5,3,5,4,2,2,3,2,2,1,1,1,1,1,0.4109638413343141,5,3.3,10,5,0.794,0.097,100.0
4,5,5,4,4,5,2,2,2,2,1,1,1,0,1,0.9563603136460903,6,3.5,10,4,0.975,1.916,100.0
5,2,2,5,4,3,2,1,2,2,1,1,0,1,0,0.8204968097773175,3,2.8,9,3,2.545,0.021,83.38
5,4,5,5,3,4,2,2,2,2,1,1,1,1,0,0.5299679887037723,4,3.4,10,4,1.098,0.996,100.0
4,3,5,5,3,2,5,1,2,2,1,1,0,1,1,0.9465759872826274,4,3.2,9,4,1.265,0.878,100.0
2,5,4,2,2,5,2,2,2,2,1,1,1,0,1,0.786796714877708,4,2.8,10,4,1.817,0.565,100.0
1,2,2,1,2,4,3,5,2,2,1,1,1,1,0,0.9896599912791204,4,2.4,8,4,1.667,0.66,76.52
5,5,5,5,4,1,3,4,2,2,1,1,1,1,1,0.5902453995503191,5,3.6,9,5,1.088,0.305,100.0
2,2,2,2,2,4,5,4,2,2,1,0,1,0,1,0.9159080586013144,6,2.7,10,3,0.664,1.753,95.21
2,3,3,2,1,2,3,5,2,2,1,1,1,1,1,0.32210843537832257,5,2.5,9,5,2.319,1.094,75.93
2,4,4,2,1,5,1,1,2,2,1,1,1,0,0,0.8827770631484588,3,2.4,7,3,2.547,1.426,83.71
3,2,1,5,3,5,4,1,2,1,0,0,1,1,1,0.8898821949436446,3,2.7,7,3,1.963,0.744,76.73
2,5,5,2,2,2,2,4,2,1,1,1,1,1,0,0.5497040814745591,4,2.7,9,4,0.962,0.086,77.49
1,5,4,2,2,5,4,3,2,2,1,1,0,1,1,0.6206633953590912,6,3.0,9,4,2.489,1.906,84.74
5,2,2,3,3,4,5,2,2,1,1,1,0,1,1,0.6208559429525151,4,2.9,9,4,1.985,0.61,99.16
5,4,3,4,2,5,5,5,2,2,1,0,1,1,1,0.7310461977509893,6,3.7,10,4,1.24,1.054,100.0
2,2,2,2,2,4,5,1,2,2,0,1,1,1,1,0.4730075900226094,4,2.4,9,4,2.747,1.768,66.56
2,3,3,2,2,4,4,3,1,2,1,1,0,0,1,0.4196189940201327,6,2.6,9,3,1.504,0.056,83.62
2,5,5,2,2,3,1,3,2,2,1,1,0,0,1,0.7365949689584872,6,2.7,9,3,0.651,0.89,88.14
5,5,3,5,4,5,3,5,2,2,1,1,1,1,0,0.663422369353112,6,3.9,10,4,1.094,0.862,100.0
5,2,2,4,4,4,3,2,2,1,1,1,1,1,1,0.5258550733474995,6,2.9,9,5,2.922,1.995,88.22
5,2,2,5,3,1,2,5,2,1,0,1,1,1,1,0.5884696340519371,4,2.8,8,4,0.324,1.375,75.47
3,5,5,3,3,2,4,5,2,2,1,0,1,1,0,0.6159675982446144,6,3.4,10,3,0.055,0.811,95.0
5,1,2,4,4,1,2,2,2,2,1,1,1,0,0,0.8148080868211418,3,2.5,8,3,1.86,1.262,74.33
2,4,5,2,2,5,4,5,2,2,0,0,1,1,0,0.5018800210339489,6,3.3,10,2,1.672,1.67,90.3
1,2,2,2,2,5,5,3,1,2,1,1,0,1,1,0.5706922341323228,4,2.5,8,4,0.383,0.699,78.87
5,5,5,4,4,4,2,5,2,2,1,1,1,0,1,0.9714598723059458,6,3.8,10,4,1.257,1.366,100.0
5,2,2,4,3,4,2,4,2,2,1,1,0,1,1,0.5737769895423793,4,3.0,10,4,1.184,0.306,85.43
4,1,2,4,3,2,3,1,2,2,0,1,1,1,0,0.7223939910280399,3,2.4,8,3,1.433,0.567,69.21
5,3,4,5,2,2,2,5,2,2,1,0,1,1,1,0.9320936048526465,4,3.2,10,4,0.285,0.266,98.53
3,2,2,3,3,5,3,3,2,2,1,1,1,0,1,0.9495930358511029,4,2.8,10,4,2.963,0.293,95.02
5,5,4,4,4,5,2,2,2,2,0,1,1,1,1,0.446625879410394,6,3.5,10,4,1.944,1.375,98.86
3,2,2,5,4,3,2,5,2,2,1,1,1,1,1,0.9468500458603841,5,3.0,10,5,1.917,1.456,89.26
5,2,2,3,4,3,2,4,2,2,0,1,1,1,1,0.34836983584193454,4,2.9,10,4,2.241,0.242,75.97
2,1,2,2,2,5,4,2,2,2,0,0,1,1,1,0.5848540775289159,3,2.4,9,3,1.665,1.148,72.49
2,4,5,2,2,3,2,5,2,2,1,1,1,1,1,0.9159814124106234,5,2.9,10,5,1.382,0.16,99.09
4,5,4,4,4,4,2,3,2,2,1,1,1,0,1,0.6436271470348323,4,3.4,10,4,1.788,0.85,100.0
1,3,4,2,2,3,5,5,1,2,1,1,1,1,0,0.7845399516011733,4,2.8,8,4,0.333,0.714,98.62
2,5,4,2,2,2,4,2,1,2,1,0,1,1,1,0.6008014658564396,4,2.6,9,4,0.127,1.503,86.44
2,5,4,2,2,2,5,2,2,1,1,1,0,1,1,0.7529729427272749,4,2.7,9,4,0.665,1.509,100.0
5,4,5,4,4,2,4,5,1,1,1,1,1,1,1,0.3063599025122172,5,3.5,8,5,0.79,0.247,100.0
5,2,2,4,2,5,2,4,2,2,1,1,1,1,1,0.8058425614357252,5,3.0,10,5,2.996,1.514,96.0
5,4,3,4,4,5,1,2,2,2,1,1,1,1,1,0.9366014756351049,5,3.2,9,5,2.981,1.344,97.89
4,1,2,3,2,4,2,2,2,2,1,1,1,1,0,0.5634508408120094,4,2.4,9,4,2.253,0.507,84.92
2,2,2,2,2,4,2,3,2,1,1,1,0,0,1,0.969708280632503,3,2.2,9,3,1.927,1.565,75.06
2,3,3,0,2,3,3,5,2,2,1,1,0,1,1,0.3518455959513739,4,2.5,9,4,1.768,1.204,74.37
2,2,2,2,2,4,5,4,1,2,1,1,0,0,1,0.4280623786733794,3,2.6,9,3,0.336,0.825,87.7
5,2,1,4,4,2,4,3,2,2,1,0,1,1,1,0.5620836968288188,4,2.9,9,4,2.029,1.968,82.87
1,3,3,2,2,2,3,3,1,1,1,0,1,1,0,0.8780596160898624,3,2.1,7,3,1.159,0.512,69.99
4,3,5,4,2,2,4,4,2,2,0,1,1,1,1,0.3030753629422659,6,3.2,10,4,1.928,1.129,92.52
2,5,5,2,2,5,4,2,2,2,0,1,1,1,1,0.9990778681579022,4,3.1,10,4,0.232,1.196,100.0
2,2,2,2,1,4,5,2,2,2,1,1,1,1,1,0.8731093487523678,5,2.4,9,5,2.866,0.242,85.89
3,5,5,4,3,5,3,5,2,2,0,1,0,1,1,0.7588071081022965,6,3.7,10,3,0.791,1.983,99.3
3,5,3,4,3,2,4,5,2,2,1,0,1,0,1,0.9720185236701699,6,3.3,10,3,2.217,0.137,93.48
3,3,5,3,3,5,2,5,2,2,1,1,1,1,0,0.484604931747855,4,3.3,10,4,2.962,0.725,99.66
5,4,5,4,2,4,2,2,2,2,1,1,1,1,0,0.6841694689463214,4,3.2,10,4,2.297,1.412,98.48
5,3,4,5,3,4,2,2,1,2,1,1,0,1,1,0.7553305514716963,4,3.1,9,4,0.907,1.098,96.72
5,5,4,5,4,3,2,2,2,2,0,0,1,1,1,0.6001674699248082,3,3.4,10,3,1.36,1.773,100.0
2,5,4,2,2,2,4,4,2,2,1,1,1,1,1,0.8308764341470098,6,2.9,10,5,2.931,0.525,100.0
4,5,5,5,2,5,5,2,2,2,1,1,1,1,1,0.8128843507480386,5,3.7,10,5,1.083,1.658,100.0
4,5,5,3,4,2,1,5,2,2,1,0,1,1,1,0.6426054969996776,4,3.3,9,4,2.733,1.822,85.19
5,4,3,4,3,1,3,2,2,2,0,1,1,1,0,0.34531782393048044,3,2.9,9,3,2.521,1.656,78.96
4,3,4,3,4,2,2,4,2,2,0,1,1,1,1,0.8671575117363153,6,3.0,10,4,0.215,1.748,100.0
5,3,3,5,4,2,2,5,2,2,1,1,0,1,1,0.48802547871637114,6,3.3,10,4,2.228,1.301,83.09
5,5,5,3,2,5,2,5,2,2,1,1,1,1,1,0.8019842578545919,5,3.6,10,5,0.385,1.439,100.0
4,5,3,3,3,3,4,2,1,2,1,1,1,1,1,0.795793216328724,5,3.0,9,5,1.794,0.908,100.0
1,2,2,2,2,5,5,5,2,2,1,1,0,1,1,0.7601767816147106,6,2.8,9,4,0.606,1.531,87.68
3,4,5,3,3,1,2,3,2,2,1,1,1,1,1,0.529858063854961,5,2.8,9,5,2.456,1.859,77.44
5,2,2,3,4,3,2,2,2,0,1,1,0,0,1,0.330013975591064,3,2.5,9,3,1.842,1.065,82.71
4,5,4,4,4,1,3,5,2,2,1,1,1,1,1,0.9878846560205681,5,3.4,9,5,2.644,1.028,100.0
2,4,5,1,2,3,1,3,2,2,1,1,0,0,1,0.3293130898825969,3,2.5,8,3,2.917,1.915,72.3
